Season,TeamID,Score_avg,OppScore_avg,FGM_avg,OppFGM_avg,FGA_avg,OppFGA_avg,FGM3_avg,OppFGM3_avg,FGA3_avg,OppFGA3_avg,FTM_avg,OppFTM_avg,FTA_avg,OppFTA_avg,OR_avg,OppOR_avg,DR_avg,OppDR_avg,Ast_avg,OppAst_avg,TO_avg,OppTO_avg,Stl_avg,OppStl_avg,Blk_avg,OppBlk_avg,PF_avg,OppPF_avg,WinCount,LossCount,WinPct
2014,3101,70.0,69.91304347826087,25.08695652173913,24.956521739130434,59.56521739130435,58.0,8.521739130434783,4.6521739130434785,26.652173913043477,14.826086956521738,11.304347826086957,15.347826086956522,17.608695652173914,21.869565217391305,12.217391304347826,13.304347826086957,23.130434782608695,26.043478260869566,13.391304347826088,12.826086956521738,18.304347826086957,18.82608695652174,8.956521739130435,9.08695652173913,3.217391304347826,2.3043478260869565,18.52173913043478,18.82608695652174,11,12,0.4782608695652174
2015,3101,65.04,62.64,21.72,22.44,57.6,57.88,7.28,5.84,26.04,18.64,14.32,11.92,20.44,17.16,15.32,13.8,24.56,24.44,13.04,13.2,18.64,18.84,10.92,10.2,3.4,3.68,17.28,19.08,13,12,0.52
2016,3101,73.2,63.2,24.56,23.16,58.32,61.4,7.68,5.44,23.08,19.76,16.4,11.44,23.68,16.92,14.68,15.68,25.12,22.44,14.0,12.4,16.92,18.0,9.56,9.16,4.68,3.08,16.76,21.84,22,3,0.88
2017,3101,70.88888888888889,64.07407407407408,23.962962962962962,23.296296296296298,57.77777777777778,57.55555555555556,8.481481481481481,5.037037037037037,25.555555555555557,16.85185185185185,14.481481481481481,12.444444444444445,20.25925925925926,17.59259259259259,15.666666666666666,12.037037037037036,24.85185185185185,20.925925925925927,15.25925925925926,12.62962962962963,17.25925925925926,15.444444444444445,7.333333333333333,9.666666666666666,3.740740740740741,4.0,16.88888888888889,20.14814814814815,19,8,0.7037037037037037
2018,3101,65.92307692307692,68.88461538461539,22.615384615384617,24.23076923076923,54.03846153846154,57.26923076923077,8.461538461538462,6.3076923076923075,25.423076923076923,18.76923076923077,12.23076923076923,14.115384615384615,16.384615384615383,19.03846153846154,12.538461538461538,13.538461538461538,21.5,20.76923076923077,13.307692307692308,13.26923076923077,17.73076923076923,14.884615384615385,7.115384615384615,8.692307692307692,4.076923076923077,2.3846153846153846,18.53846153846154,17.23076923076923,12,14,0.46153846153846156
2019,3101,72.17857142857143,65.78571428571429,25.535714285714285,23.178571428571427,54.785714285714285,56.964285714285715,7.892857142857143,5.571428571428571,23.571428571428573,18.107142857142858,13.214285714285714,13.857142857142858,17.714285714285715,20.535714285714285,11.357142857142858,11.714285714285714,25.035714285714285,19.5,16.464285714285715,13.357142857142858,18.214285714285715,14.392857142857142,7.321428571428571,9.321428571428571,3.392857142857143,2.392857142857143,18.821428571428573,18.785714285714285,19,9,0.6785714285714286
2020,3101,75.92,67.72,25.68,25.04,54.84,61.36,9.64,5.48,25.48,19.16,14.92,12.16,19.84,17.48,10.88,13.08,25.48,20.56,15.24,12.28,17.52,14.28,7.24,9.48,3.04,2.88,17.52,20.08,20,5,0.8
2021,3101,64.42105263157895,65.94736842105263,22.05263157894737,25.263157894736842,51.578947368421055,60.578947368421055,7.368421052631579,5.7894736842105265,24.05263157894737,18.0,12.947368421052632,9.631578947368421,16.68421052631579,14.578947368421053,8.526315789473685,10.368421052631579,24.36842105263158,19.0,12.0,14.368421052631579,18.63157894736842,13.0,6.7368421052631575,10.0,2.789473684210526,3.1578947368421053,15.157894736842104,16.210526315789473,9,10,0.47368421052631576
2022,3101,70.92307692307692,70.0,24.26923076923077,26.423076923076923,57.42307692307692,58.34615384615385,8.73076923076923,6.961538461538462,25.076923076923077,20.346153846153847,13.653846153846153,10.192307692307692,18.192307692307693,14.5,9.653846153846153,9.692307692307692,20.076923076923077,21.346153846153847,15.076923076923077,15.26923076923077,14.461538461538462,15.26923076923077,7.038461538461538,7.615384615384615,1.8461538461538463,3.230769230769231,16.192307692307693,19.0,13,13,0.5
2023,3101,69.85185185185185,67.51851851851852,25.555555555555557,25.0,58.0,57.888888888888886,8.296296296296296,5.962962962962963,24.444444444444443,18.962962962962962,10.444444444444445,11.555555555555555,15.11111111111111,15.925925925925926,9.666666666666666,9.25925925925926,22.0,20.666666666666668,13.925925925925926,12.407407407407407,14.814814814814815,14.555555555555555,7.37037037037037,8.407407407407407,2.6666666666666665,2.925925925925926,16.40740740740741,17.51851851851852,12,15,0.4444444444444444
2024,3101,70.44444444444444,69.94444444444444,24.5,26.0,59.44444444444444,60.388888888888886,8.38888888888889,7.5,28.38888888888889,23.555555555555557,13.055555555555555,10.444444444444445,18.11111111111111,14.61111111111111,10.722222222222221,9.0,23.166666666666668,20.666666666666668,14.11111111111111,14.166666666666666,15.444444444444445,14.333333333333334,7.0,8.277777777777779,2.111111111111111,3.6666666666666665,16.333333333333332,18.88888888888889,7,11,0.3888888888888889
2010,3102,51.82142857142857,71.78571428571429,19.142857142857142,27.0,53.142857142857146,56.392857142857146,4.571428571428571,7.714285714285714,16.071428571428573,20.5,8.964285714285714,10.071428571428571,13.214285714285714,14.892857142857142,12.464285714285714,12.821428571428571,19.535714285714285,23.857142857142858,10.25,19.535714285714285,17.714285714285715,14.392857142857142,6.035714285714286,9.821428571428571,0.6428571428571429,5.035714285714286,14.964285714285714,13.607142857142858,1,27,0.03571428571428571
2011,3102,60.5,70.53333333333333,21.9,25.0,54.56666666666667,56.2,4.266666666666667,5.666666666666667,12.166666666666666,15.5,12.433333333333334,14.866666666666667,18.066666666666666,21.266666666666666,10.933333333333334,11.566666666666666,23.366666666666667,24.866666666666667,13.466666666666667,16.333333333333332,17.966666666666665,15.7,7.433333333333334,8.866666666666667,1.7666666666666666,3.0,19.066666666666666,16.233333333333334,8,22,0.26666666666666666
2012,3102,53.464285714285715,70.46428571428571,18.607142857142858,24.964285714285715,54.82142857142857,59.5,1.5,5.0,5.607142857142857,15.321428571428571,14.75,15.535714285714286,21.535714285714285,23.535714285714285,13.214285714285714,14.714285714285714,23.964285714285715,26.678571428571427,10.642857142857142,15.0,22.214285714285715,18.357142857142858,8.535714285714286,12.5,2.5,3.857142857142857,20.178571428571427,17.857142857142858,5,23,0.17857142857142858
2013,3102,56.56666666666667,71.63333333333334,21.333333333333332,24.933333333333334,58.53333333333333,59.0,2.933333333333333,5.233333333333333,11.133333333333333,16.1,10.966666666666667,16.533333333333335,17.233333333333334,23.566666666666666,13.233333333333333,12.333333333333334,25.666666666666668,27.4,13.333333333333334,15.533333333333333,21.066666666666666,16.7,7.766666666666667,11.266666666666667,1.4666666666666666,3.066666666666667,20.366666666666667,16.133333333333333,4,26,0.13333333333333333
